source,target,tweet_id,type,weight
Rajende11418513,PMOIndia,1.24177E+18,mention,1584894907
Rajende11418513,KusumDasi7,1.24175E+18,retweet,1584890365
RAMESHD11290754,ShrutiMahi2,1.24176E+18,retweet,1584894046
RAMESHD11290754,Ranjit03924639,1.24175E+18,retweet,1584890716
RAMESHD11290754,JaswalPalak,1.24176E+18,retweet,1584893907
RAMESHD11290754,AarohiMalik2,1.24175E+18,retweet,1584890617
RAMESHD11290754,subhash140379,1.24175E+18,retweet,1584890706
RAMESHD11290754,Hemchan70596939,1.24172E+18,retweet,1584883745
RajeshS07000862,SaintRampalJiM,1.2417E+18,mention,1584879977
RajeshS07000862,WHO,1.2417E+18,mention,1584878842
RajeshS07000862,narendramodi,1.24171E+18,mention,1584881858
RajeshS07000862,PMOIndia,1.24175E+18,mention,1584890509
RajeshS07000862,HKrishann,1.24176E+18,retweet,1584892918
RajeshS07000862,InderdassR,1.2417E+18,retweet,1584878874
Domendradass,Santram89959351,1.24172E+18,retweet,1584885023
Domendradass,kabirputra,1.2417E+18,reply,1584878295
Domendradass,narendramodi,1.2417E+18,mention,1584878533
Domendradass,PMOIndia,1.2417E+18,mention,1584878580
Domendradass,SatlokChannel,1.2417E+18,reply,1584878533
Domendradass,SaintRampalJiM,1.24171E+18,reply,1584882408
Domendradass,SaintRampalJiM_,1.2417E+18,reply,1584878580
Domendradass,satkabir_,1.2417E+18,reply,1584879932
Domendradass,VineshChhitra,1.2417E+18,retweet,1584878809
PrabhuBairwa3,vikashdasmahant,1.24172E+18,retweet,1584884303
PrabhuBairwa3,SaintRampalJiM,1.24175E+18,mention,1584891359
ChiranjivTrived,SaintRampalJiM,1.24171E+18,mention,1584881548
ChiranjivTrived,Mukeslg100,1.24171E+18,retweet,1584881808
ChiranjivTrived,narendramodi,1.24172E+18,mention,1584883257
ChiranjivTrived,sanjusahrawat,1.24172E+18,retweet,1584884841
ChiranjivTrived,SatlokChannel,1.24169E+18,mention,1584877870
ChiranjivTrived,AarohiMalik2,1.24169E+18,retweet,1584877904
ChiranjivTrived,MaheshP37502582,1.24172E+18,retweet,1584884413
ChiranjivTrived,PMOIndia,1.24173E+18,mention,1584885619
ChiranjivTrived,PinkiVe44132527,1.24172E+18,retweet,1584883739
ChiranjivTrived,aniketsinhmar,1.24172E+18,retweet,1584884028
SachinSharma_AT,VineshKumar695,1.24176E+18,retweet,1584893364
SachinSharma_AT,Keshav34594590,1.2417E+18,retweet,1584878169
SachinSharma_AT,KashmiriDass5,1.2417E+18,retweet,1584878512
SachinSharma_AT,Ompraka81953156,1.24169E+18,retweet,1584877793
SachinSharma_AT,VikramK35793048,1.24169E+18,retweet,1584877489
SachinSharma_AT,Y1UxIPgByghtlv1,1.24169E+18,retweet,1584877195
SachinSharma_AT,Ranjeet314,1.24169E+18,retweet,1584877378
SachinSharma_AT,anitaag41917208,1.24172E+18,retweet,1584883058
SachinSharma_AT,birbhan_saini,1.2417E+18,retweet,1584878296
SachinSharma_AT,Arifkha64653317,1.24169E+18,retweet,1584877468
SachinSharma_AT,RakeshDabla13,1.24169E+18,retweet,1584877672
SachinSharma_AT,das_anad,1.24173E+18,retweet,1584886888
SachinSharma_AT,Ramesh46294202,1.24169E+18,retweet,1584877838
SachinSharma_AT,MohitDash5,1.24171E+18,retweet,1584881807
SachinSharma_AT,Ajitdas54485270,1.2417E+18,retweet,1584878398
SachinSharma_AT,RajKuma82993885,1.24169E+18,retweet,1584877272
SachinSharma_AT,Qt_kamala,1.24169E+18,retweet,1584876956
SachinSharma_AT,Dk39135901,1.2417E+18,retweet,1584878399
SachinSharma_AT,Rumitkumar10,1.24171E+18,retweet,1584881983
SachinSharma_AT,premraj00,1.24169E+18,retweet,1584876861
SachinSharma_AT,dass59837690,1.2417E+18,retweet,1584878297
SachinSharma_AT,harikeshkait,1.24181E+18,retweet,1584904604
SachinSharma_AT,AnkitSi34195096,1.24169E+18,retweet,1584878071
SachinSharma_AT,Vineetlpu013,1.24169E+18,retweet,1584877059
SachinSharma_AT,DassRamdiya,1.2417E+18,retweet,1584880397
ArunaBen8,SiviChauhan,1.24169E+18,retweet,1584877022
ArunaBen8,Ranjeet314,1.24169E+18,retweet,1584877945
ArunaBen8,Ompraka81953156,1.2417E+18,retweet,1584878580
ArunaBen8,78q40MDET8S59OV,1.2417E+18,retweet,1584879190
ArunaBen8,DasDalsher,1.24171E+18,retweet,1584880622
pushpinder0311,narendramodi,1.2417E+18,mention,1584878334
pushpinder0311,VikramK35793048,1.2417E+18,retweet,1584878248
pushpinder0311,Shikha01226240,1.24171E+18,retweet,1584881888
pushpinder0311,Bulbul53198264,1.24172E+18,retweet,1584883830
pushpinder0311,HARMANJAAT3,1.2417E+18,retweet,1584879735
pushpinder0311,Sonu24121141,1.24178E+18,retweet,1584898323
pushpinder0311,GangaSa25126093,1.24172E+18,retweet,1584884079
pushpinder0311,Sushilmei,1.24172E+18,retweet,1584884041
pushpinder0311,DasbabliMeena,1.2417E+18,retweet,1584878401
pushpinder0311,Nehadan35893503,1.24169E+18,retweet,1584877695
pushpinder0311,Manjeet59659133,1.24171E+18,retweet,1584882319
pushpinder0311,Basantp54857331,1.24177E+18,retweet,1584895674
pushpinder0311,Qt_kamala,1.24169E+18,retweet,1584877859
pushpinder0311,SureshR14369995,1.24175E+18,retweet,1584892295
pushpinder0311,R7Hczg77iQVoNPI,1.24171E+18,retweet,1584881506
pushpinder0311,VISHALD68806885,1.24171E+18,retweet,1584881536
pushpinder0311,AshokKo95141373,1.2417E+18,retweet,1584880373
pushpinder0311,GurdeepKaur1956,1.2417E+18,retweet,1584880156
pushpinder0311,DeepBha08734339,1.24169E+18,retweet,1584877380
pushpinder0311,aniketsinhmar,1.24171E+18,retweet,1584882538
pushpinder0311,Y4yVLEl5Eoh5k79,1.2417E+18,retweet,1584879956
pushpinder0311,Vanshik63411165,1.24172E+18,retweet,1584884601
pushpinder0311,RajbetiSingh,1.24172E+18,retweet,1584885150
pushpinder0311,AjayKum13174775,1.24169E+18,retweet,1584877312
pushpinder0311,Ranjeet314,1.24169E+18,retweet,1584877447
pushpinder0311,ShardaY72307012,1.24177E+18,retweet,1584896290
pushpinder0311,RayatAgam,1.2417E+18,retweet,1584880149
pushpinder0311,sukhpal43556796,1.24171E+18,retweet,1584882196
pushpinder0311,Kabeerisgod,1.24172E+18,reply,1584884577
pushpinder0311,AnkitSindhwani6,1.24171E+18,retweet,1584880701
pushpinder0311,RanaG43549403,1.24169E+18,retweet,1584877868
pushpinder0311,RakeshDabla13,1.24172E+18,retweet,1584884912
pushpinder0311,HimalDas7,1.24174E+18,retweet,1584889276
pushpinder0311,Chander29160038,1.24179E+18,retweet,1584901376
pushpinder0311,Aman44953995,1.24175E+18,retweet,1584890925
pushpinder0311,Kuldeep48989301,1.24173E+18,retweet,1584886322
pushpinder0311,SUMITDA33341160,1.24175E+18,retweet,1584890214
pushpinder0311,DEEPAKA79105276,1.24173E+18,retweet,1584885781
pushpinder0311,SumanDa01245562,1.24178E+18,retweet,1584898517
pushpinder0311,Sumit36717687,1.2417E+18,retweet,1584879920
pushpinder0311,dasi_jamna,1.24169E+18,retweet,1584877153
pushpinder0311,Jagdish57587869,1.24173E+18,retweet,1584886417
pushpinder0311,Dk39135901,1.24171E+18,retweet,1584881564
pushpinder0311,78q40MDET8S59OV,1.24172E+18,retweet,1584884828
pushpinder0311,Jaswind40637770,1.24172E+18,retweet,1584884948
pushpinder0311,Aarti85907573,1.24173E+18,retweet,1584885559
pushpinder0311,susheel99595486,1.24175E+18,retweet,1584890487
pushpinder0311,UnsKaloh,1.24171E+18,retweet,1584880882
pushpinder0311,RamphalDass2,1.2417E+18,retweet,1584878241
pushpinder0311,AshokDakp,1.24174E+18,retweet,1584887707
pushpinder0311,Taruna74169734,1.2417E+18,retweet,1584878504
pushpinder0311,Shashi33140512,1.2417E+18,retweet,1584879015
pushpinder0311,VishalS21941085,1.24173E+18,retweet,1584886933
pushpinder0311,Geetu14039593,1.24173E+18,retweet,1584886536
pushpinder0311,RishuSh43803334,1.24171E+18,retweet,1584880524
pushpinder0311,Bhautik_ptl,1.2417E+18,retweet,1584879382
pushpinder0311,2qRanjeetsingh,1.24171E+18,retweet,1584880985
pushpinder0311,DassJasvinder,1.24169E+18,retweet,1584877144
pushpinder0311,Yogeshkharb5,1.24171E+18,retweet,1584882870
pushpinder0311,GargDauli,1.24171E+18,retweet,1584880772
pushpinder0311,ajit88868707,1.24169E+18,retweet,1584877236
pushpinder0311,Anjalisaini4325,1.2417E+18,retweet,1584878993
pushpinder0311,SudheerDas18,1.24173E+18,retweet,1584885475
pushpinder0311,mr_shunty,1.24171E+18,retweet,1584881606
pushpinder0311,Kanav00562859,1.2417E+18,retweet,1584878181
pushpinder0311,Susheel62049979,1.24169E+18,retweet,1584877394
pushpinder0311,PinkiDassi3,1.24172E+18,retweet,1584883829
pushpinder0311,KirtiTh30814739,1.24178E+18,retweet,1584898971
pushpinder0311,9812757522sunil,1.24173E+18,retweet,1584887056
pushpinder0311,Ompraka74518667,1.2417E+18,retweet,1584879139
pushpinder0311,Harisin13499386,1.2417E+18,retweet,1584878631
pushpinder0311,AtamDas4,1.24173E+18,retweet,1584885917
pushpinder0311,Ompraka81953156,1.24169E+18,retweet,1584878110
pushpinder0311,NareshSinghma19,1.2417E+18,retweet,1584880052
pushpinder0311,vinodku12168917,1.2417E+18,retweet,1584878207
pushpinder0311,InderdassR,1.24179E+18,retweet,1584900925
pushpinder0311,Uttam88360790,1.2417E+18,retweet,1584878627
pushpinder0311,VivekKu32259421,1.2417E+18,retweet,1584878795
pushpinder0311,Banwari08626754,1.24172E+18,retweet,1584883439
pushpinder0311,0sX52NTwPk01BIK,1.24175E+18,retweet,1584891161
pushpinder0311,Naveeenk40,1.24172E+18,retweet,1584883041
pushpinder0311,DassDinesh4,1.2417E+18,retweet,1584878726
pushpinder0311,SapnaDasi7,1.24175E+18,retweet,1584891287
pushpinder0311,Mukeslg100,1.24171E+18,retweet,1584881635
pushpinder0311,kuldeepmachra9,1.2417E+18,retweet,1584879338
pushpinder0311,GeetaDa29752619,1.24171E+18,retweet,1584882877
pushpinder0311,KhushbooBhatt10,1.24171E+18,retweet,1584881843
pushpinder0311,Sandeepdas789,1.2417E+18,retweet,1584879906
pushpinder0311,Shobha35195901,1.24176E+18,retweet,1584893853
pushpinder0311,Deswal64820055,1.24169E+18,retweet,1584877377
pushpinder0311,Bajaj86907376,1.24172E+18,retweet,1584883439
pushpinder0311,Inderjeetdass3,1.2417E+18,retweet,1584879925
pushpinder0311,MeeraSh77113323,1.24173E+18,retweet,1584885594
pushpinder0311,PMOIndia,1.2417E+18,mention,1584880305
pushpinder0311,DassVirander,1.24171E+18,retweet,1584882459
pushpinder0311,official_Happy_,1.24171E+18,retweet,1584882250
pushpinder0311,AnilDas69580339,1.2417E+18,retweet,1584878631
pushpinder0311,AnuPrajapati17,1.24173E+18,retweet,1584887460
pushpinder0311,JaiNara313,1.24173E+18,retweet,1584886444
pushpinder0311,kabir3464203,1.2417E+18,retweet,1584880327
Vivek03224254,cmohry,1.24171E+18,mention,1584881374
Vivek03224254,narendramodi,1.24171E+18,mention,1584881374
Vivek03224254,PMOIndia,1.24171E+18,mention,1584881374
Sandosh75189169,ShardaY72307012,1.24177E+18,retweet,1584896441
Sandosh75189169,AnitaKu99915470,1.24176E+18,retweet,1584894055
Sandosh75189169,Sonu24121141,1.24176E+18,retweet,1584893518
Sandosh75189169,Kanta36598057,1.24179E+18,retweet,1584901861
Sandosh75189169,SanjayD10784783,1.24177E+18,retweet,1584896755
Sandosh75189169,maheshwar_ji,1.24178E+18,retweet,1584897449
Sandosh75189169,sattu_dass,1.24176E+18,retweet,1584894092
Sandosh75189169,Manisha55118323,1.24177E+18,retweet,1584896531
Sandosh75189169,Kanchan08526864,1.24176E+18,retweet,1584892803
Sandosh75189169,PAWANDE97468026,1.24176E+18,retweet,1584892549
Sandosh75189169,manzil01234,1.24176E+18,retweet,1584893464
SudeshDasi3,VedpalDhanda,1.24171E+18,retweet,1584882462
SudeshDasi3,narendramodi,1.24171E+18,mention,1584880775
SudeshDasi3,PMOIndia,1.2417E+18,mention,1584879350
SudeshDasi3,ShishpalSehrawa,1.24174E+18,retweet,1584890015
Basantp54857331,PMOIndia,1.24176E+18,mention,1584894512
DhanrajDara1,VineshKumar695,1.24169E+18,retweet,1584877762
DhanrajDara1,DasbabliMeena,1.24169E+18,retweet,1584877682
DhanrajDara1,narendramodi,1.24172E+18,mention,1584883024
DhanrajDara1,Roshani09746007,1.2417E+18,retweet,1584879443
DhanrajDara1,Devende02865697,1.2417E+18,retweet,1584878277
DhanrajDara1,DassSudhar,1.2417E+18,retweet,1584878634
DhanrajDara1,birbhan_saini,1.2417E+18,retweet,1584879276
DhanrajDara1,Sagarkhundiya8,1.24169E+18,retweet,1584877726
DhanrajDara1,SaintRampalJiM,1.24172E+18,mention,1584884048
DhanrajDara1,Bulbul_khatak,1.2417E+18,retweet,1584880159
DhanrajDara1,KamalnarayanD20,1.2417E+18,retweet,1584878256
DhanrajDara1,Kamleshkandara7,1.24171E+18,retweet,1584880866
DhanrajDara1,RakeshDabla13,1.2417E+18,retweet,1584879413
DhanrajDara1,Champalal4027,1.2417E+18,retweet,1584880336
DhanrajDara1,Ajaydassanchore,1.24175E+18,retweet,1584891002
DhanrajDara1,WHO,1.2417E+18,mention,1584878308
DhanrajDara1,RajaJi04638836,1.2417E+18,retweet,1584880280
DhanrajDara1,SeemaDa37968833,1.24173E+18,retweet,1584887660
DhanrajDara1,SanjayD58031256,1.2417E+18,retweet,1584880404
DhanrajDara1,SUMITDA33341160,1.24169E+18,retweet,1584877298
DhanrajDara1,Ompraka81953156,1.24169E+18,retweet,1584877706
DhanrajDara1,Deepakt52054378,1.2417E+18,retweet,1584879124
DhanrajDara1,pawanjodhpur89,1.24169E+18,retweet,1584877691
DhanrajDara1,Rameshdass1972,1.2417E+18,retweet,1584878742
DhanrajDara1,PankajN69713310,1.24169E+18,retweet,1584877375
DhanrajDara1,BhaskerMahinder,1.24177E+18,retweet,1584895179
DhanrajDara1,AmrutPa34615316,1.2417E+18,retweet,1584879396
DhanrajDara1,PMOIndia,1.2417E+18,mention,1584878308
DhanrajDara1,Harshit9399,1.2417E+18,retweet,1584878340
DhanrajDara1,AshokKo95141373,1.2417E+18,retweet,1584880301
DhanrajDara1,nitishssg,1.24169E+18,retweet,1584877411
DhanrajDara1,DeepBha08734339,1.2417E+18,retweet,1584879462
DhanrajDara1,Vineetlpu013,1.2417E+18,retweet,1584878480
DhanrajDara1,kabir3464203,1.2417E+18,retweet,1584879666
DhanrajDara1,sehwag94,1.2417E+18,retweet,1584878720
HadveNikhil,rajju_dada,1.24176E+18,retweet,1584894590
HadveNikhil,Mamta02538815,1.24185E+18,retweet,1584914878
HadveNikhil,narendramodi,1.24176E+18,mention,1584892637
HadveNikhil,NareshSinghma19,1.24177E+18,retweet,1584896727
HadveNikhil,VKDass11,1.24176E+18,retweet,1584893700
HadveNikhil,RaviKum61739091,1.24176E+18,retweet,1584892799
HadveNikhil,Sanju33192330,1.24176E+18,retweet,1584894537
HadveNikhil,ShishpalSehrawa,1.24176E+18,retweet,1584892740
HadveNikhil,AshaRan27949864,1.24176E+18,retweet,1584894130
HadveNikhil,HemantDass16,1.24175E+18,retweet,1584891820
HadveNikhil,kgsharmainindia,1.24177E+18,retweet,1584896847
HadveNikhil,SaintRampalJiM,1.24175E+18,mention,1584892139
HadveNikhil,PMOIndia,1.24176E+18,mention,1584892597
HadveNikhil,DarbariDass,1.24176E+18,retweet,1584893844
HadveNikhil,Vickyda76434706,1.24176E+18,retweet,1584892920
HadveNikhil,Sukhbir49648079,1.24176E+18,retweet,1584893587
HadveNikhil,aajtak,1.24175E+18,mention,1584892139
HadveNikhil,RajpootRekha1,1.24176E+18,retweet,1584894090
Rameshwer05,JivrajS24748735,1.24176E+18,retweet,1584892975
Rameshwer05,Jaswent4,1.24176E+18,retweet,1584893107
_its_hemant,Aashu82320911,1.2417E+18,retweet,1584880231
_its_hemant,narendramodi,1.24169E+18,mention,1584877419
_its_hemant,Ompraka81953156,1.2417E+18,retweet,1584878439
_its_hemant,AngrejS12595093,1.2417E+18,retweet,1584880115
_its_hemant,BBCIndia,1.24169E+18,mention,1584877419
_its_hemant,IndriShunty,1.2417E+18,retweet,1584878877
_its_hemant,JaiNara04731274,1.2417E+18,retweet,1584880198
_its_hemant,Subhash91266048,1.24172E+18,retweet,1584882935
_its_hemant,SaintRampalJiM,1.24171E+18,reply,1584882331
_its_hemant,HARMANJAAT3,1.2417E+18,retweet,1584880389
_its_hemant,abhishkJntrMnt,1.24169E+18,reply,1584877419
_its_hemant,RAJVINDERdass5,1.24169E+18,retweet,1584877543
_its_hemant,WHO,1.24169E+18,mention,1584877419
_its_hemant,Lakhan7862,1.2417E+18,retweet,1584878602
_its_hemant,SanjayD58031256,1.2417E+18,retweet,1584879701
_its_hemant,RajKuma82993885,1.2417E+18,retweet,1584878323
_its_hemant,KabirGyan01,1.2417E+18,retweet,1584878801
_its_hemant,ks727698,1.24171E+18,retweet,1584882697
_its_hemant,PMOIndia,1.24169E+18,mention,1584877419
_its_hemant,78q40MDET8S59OV,1.2417E+18,retweet,1584878502
_its_hemant,AnjleeSingh1,1.24169E+18,retweet,1584877601
_its_hemant,aajtak,1.24169E+18,mention,1584877419
ArmyLoV41247325,Drb_29,1.24174E+18,retweet,1584889631
ArmyLoV41247325,xGTT0TrdC1vyg2Y,1.24172E+18,retweet,1584884887
ArmyLoV41247325,narendramodi,1.24171E+18,mention,1584882299
ArmyLoV41247325,Suresh8079,1.24174E+18,retweet,1584889767
ArmyLoV41247325,Rinku82730958,1.24175E+18,retweet,1584892266
ArmyLoV41247325,NareshSinghma19,1.24173E+18,retweet,1584886950
ArmyLoV41247325,vinodku12168917,1.24172E+18,retweet,1584884531
ArmyLoV41247325,satisharsanadas,1.24172E+18,retweet,1584884821
ArmyLoV41247325,DasPravinder,1.24177E+18,retweet,1584895012
ArmyLoV41247325,Inderjeetdass3,1.24173E+18,retweet,1584887154
ArmyLoV41247325,Shobha35195901,1.24174E+18,retweet,1584889226
ArmyLoV41247325,SureshR14369995,1.24175E+18,retweet,1584892053
ArmyLoV41247325,SaintRampalJiM,1.24172E+18,mention,1584884480
ArmyLoV41247325,Mistry3Chetan,1.24172E+18,retweet,1584884983
ArmyLoV41247325,BazzadAnil,1.24172E+18,retweet,1584884896
ArmyLoV41247325,SanjReal,1.24174E+18,retweet,1584889308
ArmyLoV41247325,GajbhiyeSurekha,1.24173E+18,retweet,1584885800
ArmyLoV41247325,PMOIndia,1.24172E+18,mention,1584884384
ArmyLoV41247325,ADSingh56428090,1.24175E+18,retweet,1584892212
ArmyLoV41247325,DaasiSuhani,1.24173E+18,retweet,1584885709
ArmyLoV41247325,BodwalSk,1.24178E+18,retweet,1584898662
Indardas11,Kuldeep86342261,1.24176E+18,retweet,1584893597
Indardas11,Rinku82730958,1.24175E+18,retweet,1584891875
Indardas11,vinodku12168917,1.24172E+18,retweet,1584884586
Indardas11,Hetram01233103,1.24177E+18,retweet,1584896849
Indardas11,cooldahiya1234,1.24173E+18,retweet,1584885692
Indardas11,P9466692702,1.24173E+18,retweet,1584886143
Indardas11,NarayanDasKori1,1.2417E+18,retweet,1584879384
Indardas11,Skumar59455021,1.24172E+18,retweet,1584884565
Indardas11,RishuSh43803334,1.2417E+18,retweet,1584880494
Indardas11,ShardaY72307012,1.24178E+18,retweet,1584898720
Indardas11,SaintRampalJiM,1.24176E+18,mention,1584892815
Indardas11,Ajitdas54485270,1.24172E+18,retweet,1584883781
Indardas11,das_dalchand,1.24177E+18,retweet,1584895844
Indardas11,NareshD88837538,1.24172E+18,retweet,1584885152
Indardas11,Rimpi08872661,1.24175E+18,retweet,1584890292
Indardas11,Kuldeep64221306,1.24174E+18,retweet,1584888319
Indardas11,Manoj15050181,1.24176E+18,retweet,1584894352
Indardas11,BhaskerMahinder,1.24177E+18,retweet,1584894825
Indardas11,ArmyLoV41247325,1.24172E+18,retweet,1584884564
Indardas11,PMOIndia,1.24172E+18,mention,1584884248
Indardas11,pinkisinhmar,1.24173E+18,retweet,1584887308
Indardas11,VijenderDas1,1.24177E+18,retweet,1584895816
Indardas11,gour_pundeu,1.24176E+18,retweet,1584893012
Indardas11,Prahala37734609,1.24177E+18,retweet,1584895987
Indardas11,Kanchan08526864,1.24176E+18,retweet,1584894312
Indardas11,Karambi1980,1.24171E+18,retweet,1584882597
Mahesh0119369,Sonu24121141,1.24178E+18,retweet,1584899005
Mahesh0119369,SureshK39592045,1.24176E+18,retweet,1584894335
Mahesh0119369,PMOIndia,1.24178E+18,mention,1584897932
Mahesh0119369,MohanSThakur2,1.24177E+18,retweet,1584895507
Mahesh0119369,das_dalchand,1.24177E+18,retweet,1584895676
Mahesh0119369,aartichopradrem,1.24178E+18,retweet,1584898994
Mahesh0119369,DhannjayJatwar,1.24184E+18,retweet,1584913027
Mahesh0119369,AshokKu39178280,1.24176E+18,retweet,1584894339
ashwanikumar097,SaintRampalJiM,1.24177E+18,mention,1584896474
ashwanikumar097,PMOIndia,1.24177E+18,mention,1584896474
ashwanikumar097,Rampalsangwan4,1.2417E+18,retweet,1584880192
Realbirth_2012,Deepakt52054378,1.2417E+18,retweet,1584879564
Realbirth_2012,ArunaBen8,1.24169E+18,retweet,1584877285
Realbirth_2012,AngrejS12595093,1.2417E+18,retweet,1584879936
Realbirth_2012,Domendradass,1.24169E+18,retweet,1584878055
Realbirth_2012,Harbir82043735,1.24169E+18,retweet,1584878005
Realbirth_2012,MRambir,1.24175E+18,retweet,1584891020
Realbirth_2012,SakshamDass,1.24169E+18,retweet,1584877576
Realbirth_2012,kabirputra,1.2417E+18,retweet,1584879145
Realbirth_2012,23b7ee957cac4d9,1.24171E+18,retweet,1584880629
Realbirth_2012,DassSudhar,1.2417E+18,retweet,1584878660
Realbirth_2012,___sunil_,1.24174E+18,retweet,1584888269
Realbirth_2012,Sonu24121141,1.2417E+18,retweet,1584878148
Realbirth_2012,Rajnish26606910,1.24178E+18,retweet,1584898707
Realbirth_2012,RishuSh43803334,1.24171E+18,retweet,1584880616
Realbirth_2012,Golu81704202,1.24172E+18,retweet,1584883900
Realbirth_2012,Gsr08863473,1.24172E+18,retweet,1584883489
Realbirth_2012,Manisha55118323,1.2417E+18,retweet,1584878921
Realbirth_2012,nirmla_lkr,1.2417E+18,retweet,1584879025
Realbirth_2012,Ajitkdas1,1.24169E+18,retweet,1584877762
Realbirth_2012,Anju51995053,1.24171E+18,retweet,1584882762
Realbirth_2012,RameshC55273919,1.2417E+18,retweet,1584879086
Realbirth_2012,MotiRam23749880,1.24172E+18,retweet,1584884070
Realbirth_2012,Krishna95436265,1.24169E+18,retweet,1584878002
Realbirth_2012,Subhash_verma_,1.24174E+18,retweet,1584887729
Realbirth_2012,sunilpa91586085,1.24179E+18,retweet,1584899600
Realbirth_2012,AmitKum70934026,1.24169E+18,retweet,1584877089
Realbirth_2012,mr_shunty,1.24179E+18,retweet,1584899643
Realbirth_2012,sainibabulal49,1.24173E+18,retweet,1584886540
Realbirth_2012,PappuVeer,1.2417E+18,retweet,1584879092
Realbirth_2012,AshokKo95141373,1.24171E+18,retweet,1584880954
Realbirth_2012,RahulKori_24,1.2417E+18,retweet,1584878307
Realbirth_2012,ParkashBogu,1.2417E+18,retweet,1584878598
Realbirth_2012,DeepBha08734339,1.24169E+18,retweet,1584877390
Realbirth_2012,AnilVas43121578,1.24173E+18,retweet,1584887668
Realbirth_2012,birbhan_saini,1.2417E+18,retweet,1584878300
Realbirth_2012,VinitJatain,1.24174E+18,retweet,1584889952
Realbirth_2012,Pawanhimani1078,1.2417E+18,retweet,1584878917
Realbirth_2012,Suresh8079,1.24174E+18,retweet,1584889111
Realbirth_2012,Riya86588025,1.24172E+18,retweet,1584883386
Realbirth_2012,NareshSinghma19,1.24169E+18,retweet,1584877259
Realbirth_2012,bhardajp,1.24171E+18,retweet,1584881397
Realbirth_2012,SunilDasManikp5,1.2417E+18,retweet,1584879750
Realbirth_2012,SKapil5,1.2417E+18,retweet,1584880313
Realbirth_2012,HemantDass18,1.24173E+18,retweet,1584887192
Realbirth_2012,JaydevSaha7,1.2417E+18,retweet,1584878171
Realbirth_2012,RayatAgam,1.2417E+18,retweet,1584879203
Realbirth_2012,Bulbul_khatak,1.2417E+18,retweet,1584880311
Realbirth_2012,Poonam89291856,1.24175E+18,retweet,1584892035
Realbirth_2012,RajeshK05083259,1.24169E+18,retweet,1584877214
Realbirth_2012,SanjayD10784783,1.24169E+18,retweet,1584877034
Realbirth_2012,PawanDa73414000,1.24169E+18,retweet,1584878061
Realbirth_2012,HKrishann,1.24175E+18,retweet,1584892317
Realbirth_2012,Mukeslg100,1.24171E+18,retweet,1584881178
Realbirth_2012,SAMAYSI52613511,1.2417E+18,retweet,1584879585
Realbirth_2012,amarshee_dass,1.2417E+18,retweet,1584878574
Realbirth_2012,DasRajeshdhamu,1.24169E+18,retweet,1584877917
Realbirth_2012,DasRajeshMahto4,1.24169E+18,retweet,1584878085
Realbirth_2012,HPratyaksh,1.24173E+18,retweet,1584885591
Realbirth_2012,TulsiVasava2,1.24171E+18,retweet,1584882384
Realbirth_2012,pawanjodhpur89,1.24169E+18,retweet,1584877285
Realbirth_2012,Rhauldev,1.24174E+18,retweet,1584888672
Realbirth_2012,ParjapatiNeer,1.24171E+18,retweet,1584881198
Realbirth_2012,Riya05191405,1.2417E+18,retweet,1584878784
Realbirth_2012,PMOIndia,1.24171E+18,mention,1584880634
Realbirth_2012,RAJENDR92474055,1.2417E+18,retweet,1584878632
Realbirth_2012,Ranaus20,1.24179E+18,retweet,1584899843
Realbirth_2012,ShobhaR35337402,1.24169E+18,retweet,1584877190
Realbirth_2012,Kavita61496443,1.2417E+18,retweet,1584880481
Realbirth_2012,AnjleeSingh1,1.24169E+18,retweet,1584877343
Realbirth_2012,Dineshdas1983,1.24175E+18,retweet,1584891755
Realbirth_2012,Charan31710883,1.24169E+18,retweet,1584877392
Realbirth_2012,DassRamdiya,1.24169E+18,retweet,1584877999
Realbirth_2012,sehwag94,1.24169E+18,retweet,1584878048
Ankit30603453,Sanju33192330,1.24176E+18,retweet,1584894497
Ankit30603453,SaintRampalJiM,1.24175E+18,mention,1584890205
Ankit30603453,DarbariDass,1.24176E+18,retweet,1584893811
Ankit30603453,Anjalid98216739,1.24175E+18,retweet,1584891415
Ankit30603453,AmanKum99322391,1.24176E+18,retweet,1584894126
Ankit30603453,CaEHzWWsFfbaQnK,1.24175E+18,retweet,1584890443
Ankit30603453,dass_chanda,1.24176E+18,retweet,1584892793
Ankit30603453,Sunny10706358,1.24176E+18,retweet,1584894218
Ankit30603453,AshaRan27949864,1.24176E+18,retweet,1584894142
Ankit30603453,KaitHarikesh,1.24179E+18,retweet,1584901169
ChetnaS13743796,3M7HD0wL4IuSCg1,1.24171E+18,retweet,1584882414
ChetnaS13743796,Chander29160038,1.24179E+18,retweet,1584901356
ChetnaS13743796,ishendra1234,1.24171E+18,retweet,1584881013
ChetnaS13743796,narendramodi,1.24171E+18,mention,1584880809
ChetnaS13743796,GulabDass8,1.24172E+18,retweet,1584883458
ChetnaS13743796,DassJasvinder,1.24172E+18,retweet,1584883506
ChetnaS13743796,VishalS21941085,1.24173E+18,retweet,1584886825
ChetnaS13743796,BalbirS01002956,1.24171E+18,retweet,1584882869
ChetnaS13743796,Juli__pal,1.24172E+18,retweet,1584884589
ChetnaS13743796,SaintRampalJiM,1.24171E+18,mention,1584881395
ChetnaS13743796,Rakesh43743416,1.24172E+18,retweet,1584883058
